metric_type,year,province_name,sector_name,model_used,forecast_value,lower_bound_95,upper_bound_95
Industry_Growth,2029,Zamboanga City (HUC),Services,XGBoost,4.08,4.08,4.08
GDP,2030,Zamboanga City (HUC),Services,XGBoost,1280.32,1259.1,1301.53
Industry_Growth,2030,Zamboanga City (HUC),Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Agriculture,XGBoost,17280.53,17141.35,17419.7
Industry_Growth,2026,Isabela City,Agriculture,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Agriculture,XGBoost,17634.16,17437.35,17830.98
Industry_Growth,2027,Isabela City,Agriculture,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Agriculture,XGBoost,18001.95,17760.9,18243.0
Industry_Growth,2028,Isabela City,Agriculture,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Agriculture,XGBoost,18384.44,18106.1,18662.79
Industry_Growth,2029,Isabela City,Agriculture,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Agriculture,XGBoost,18782.24,18471.04,19093.43
Industry_Growth,2030,Isabela City,Agriculture,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Industry,XGBoost,185.8,184.3,187.29
Industry_Growth,2026,Isabela City,Industry,XGBoost,4.03,4.02,4.03
GDP,2027,Isabela City,Industry,XGBoost,189.6,187.49,191.72
Industry_Growth,2027,Isabela City,Industry,XGBoost,4.04,4.04,4.05
GDP,2028,Isabela City,Industry,XGBoost,193.56,190.97,196.15
Industry_Growth,2028,Isabela City,Industry,XGBoost,4.06,4.06,4.07
GDP,2029,Isabela City,Industry,XGBoost,197.68,194.69,200.67
Industry_Growth,2029,Isabela City,Industry,XGBoost,4.08,4.08,4.09
GDP,2030,Isabela City,Industry,XGBoost,201.96,198.61,205.31
Industry_Growth,2030,Isabela City,Industry,XGBoost,4.11,4.1,4.11
GDP,2026,Isabela City,Manufacturing,XGBoost,20919.11,20750.63,21087.59
Industry_Growth,2026,Isabela City,Manufacturing,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Manufacturing,XGBoost,21347.22,21108.95,21585.48
Industry_Growth,2027,Isabela City,Manufacturing,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Manufacturing,XGBoost,21792.44,21500.63,22084.26
Industry_Growth,2028,Isabela City,Manufacturing,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Manufacturing,XGBoost,22255.48,21918.52,22592.45
Industry_Growth,2029,Isabela City,Manufacturing,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Manufacturing,XGBoost,22737.04,22360.31,23113.78
Industry_Growth,2030,Isabela City,Manufacturing,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Industry,XGBoost,1230.52,1220.61,1240.43
Industry_Growth,2026,Isabela City,Industry,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Industry,XGBoost,1255.7,1241.68,1269.71
Industry_Growth,2027,Isabela City,Industry,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Industry,XGBoost,1281.88,1264.72,1299.05
Industry_Growth,2028,Isabela City,Industry,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Industry,XGBoost,1309.12,1289.3,1328.94
Industry_Growth,2029,Isabela City,Industry,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Industry,XGBoost,1337.44,1315.28,1359.6
Industry_Growth,2030,Isabela City,Industry,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Construction,XGBoost,18976.02,18823.19,19128.85
Industry_Growth,2026,Isabela City,Construction,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Construction,XGBoost,19364.35,19148.22,19580.48
Industry_Growth,2027,Isabela City,Construction,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Construction,XGBoost,19768.22,19503.52,20032.92
Industry_Growth,2028,Isabela City,Construction,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Construction,XGBoost,20188.24,19882.59,20493.9
Industry_Growth,2029,Isabela City,Construction,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Construction,XGBoost,20625.07,20283.33,20966.8
Industry_Growth,2030,Isabela City,Construction,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Trade,XGBoost,23521.51,23332.07,23710.94
Industry_Growth,2026,Isabela City,Trade,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Trade,XGBoost,24002.86,23734.96,24270.77
Industry_Growth,2027,Isabela City,Trade,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Trade,XGBoost,24503.48,24175.36,24831.59
Industry_Growth,2028,Isabela City,Trade,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Trade,XGBoost,25024.11,24645.24,25402.99
Industry_Growth,2029,Isabela City,Trade,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Trade,XGBoost,25565.58,25141.98,25989.17
Industry_Growth,2030,Isabela City,Trade,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,3060.5,3035.85,3085.16
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,3123.14,3088.28,3158.0
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,3188.28,3145.59,3230.98
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,3256.03,3206.73,3305.33
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,3326.49,3271.37,3381.61
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Tourism,XGBoost,1796.89,1782.42,1811.36
Industry_Growth,2026,Isabela City,Tourism,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Tourism,XGBoost,1833.66,1813.19,1854.13
Industry_Growth,2027,Isabela City,Tourism,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Tourism,XGBoost,1871.9,1846.84,1896.97
Industry_Growth,2028,Isabela City,Tourism,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Tourism,XGBoost,1911.68,1882.73,1940.62
Industry_Growth,2029,Isabela City,Tourism,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Tourism,XGBoost,1953.04,1920.68,1985.4
Industry_Growth,2030,Isabela City,Tourism,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,ICT,XGBoost,3111.24,3086.19,3136.3
Industry_Growth,2026,Isabela City,ICT,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,ICT,XGBoost,3174.91,3139.48,3210.35
Industry_Growth,2027,Isabela City,ICT,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,ICT,XGBoost,3241.13,3197.73,3284.53
Industry_Growth,2028,Isabela City,ICT,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,ICT,XGBoost,3310.0,3259.89,3360.11
Industry_Growth,2029,Isabela City,ICT,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,ICT,XGBoost,3381.62,3325.59,3437.65
Industry_Growth,2030,Isabela City,ICT,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,4116.2,4083.05,4149.35
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,4200.44,4153.56,4247.32
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,4288.04,4230.62,4345.46
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,4379.15,4312.85,4445.45
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,4473.9,4399.78,4548.03
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,4203.49,4169.64,4237.35
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,4289.52,4241.64,4337.39
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,4378.98,4320.35,4437.62
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,4472.02,4404.32,4539.73
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,4568.79,4493.09,4644.49
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,796.89,790.47,803.3
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,813.19,804.12,822.26
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.03,4.04
GDP,2028,Isabela City,Services,XGBoost,830.15,819.03,841.26
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.05,4.06
GDP,2029,Isabela City,Services,XGBoost,847.78,834.95,860.61
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.07,4.08
GDP,2030,Isabela City,Services,XGBoost,866.12,851.77,880.47
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,4840.85,4801.86,4879.83
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,4939.91,4884.77,4995.05
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,5042.94,4975.41,5110.46
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,5150.08,5072.11,5228.06
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,5261.52,5174.34,5348.69
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,9460.73,9384.54,9536.92
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,9654.34,9546.58,9762.09
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,9855.69,9723.72,9987.67
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,10065.1,9912.71,10217.49
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,10282.88,10112.51,10453.26
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,2739.04,2716.98,2761.1
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,2795.1,2763.9,2826.29
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,2853.39,2815.18,2891.6
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,2914.02,2869.9,2958.14
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,2977.07,2927.75,3026.4
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
GDP,2026,Isabela City,Services,XGBoost,687.16,681.62,692.69
Industry_Growth,2026,Isabela City,Services,XGBoost,4.02,4.02,4.02
GDP,2027,Isabela City,Services,XGBoost,701.22,693.4,709.05
Industry_Growth,2027,Isabela City,Services,XGBoost,4.04,4.04,4.04
GDP,2028,Isabela City,Services,XGBoost,715.85,706.26,725.43
Industry_Growth,2028,Isabela City,Services,XGBoost,4.06,4.06,4.06
GDP,2029,Isabela City,Services,XGBoost,731.06,719.99,742.13
Industry_Growth,2029,Isabela City,Services,XGBoost,4.08,4.08,4.08
GDP,2030,Isabela City,Services,XGBoost,746.88,734.5,759.25
Industry_Growth,2030,Isabela City,Services,XGBoost,4.1,4.1,4.1
Revenue,2026,Zamboanga del Norte,,Random Forest,2902.64,2843.13,2962.15
Revenue,2027,Zamboanga del Norte,,Random Forest,2983.03,2898.87,3067.19
Revenue,2028,Zamboanga del Norte,,Random Forest,3067.73,2964.65,3170.81
Revenue,2029,Zamboanga del Norte,,Random Forest,3156.97,3037.95,3275.99
Revenue,2030,Zamboanga del Norte,,Random Forest,3251.0,3117.93,3384.07
Revenue,2026,Zamboanga del Sur,,Random Forest,2858.56,2811.33,2905.79
Revenue,2027,Zamboanga del Sur,,Random Forest,2935.39,2868.6,3002.18
Revenue,2028,Zamboanga del Sur,,Random Forest,3016.21,2934.41,3098.02
Revenue,2029,Zamboanga del Sur,,Random Forest,3101.26,3006.8,3195.71
Revenue,2030,Zamboanga del Sur,,Random Forest,3190.73,3085.12,3296.33
Revenue,2026,Zamboanga Sibugay,,Random Forest,2836.29,2760.27,2912.32
Revenue,2027,Zamboanga Sibugay,,Random Forest,2908.89,2801.38,3016.4
Revenue,2028,Zamboanga Sibugay,,Random Forest,2985.09,2853.41,3116.76
Revenue,2029,Zamboanga Sibugay,,Random Forest,3065.06,2913.01,3217.1
Revenue,2030,Zamboanga Sibugay,,Random Forest,3148.99,2979.0,3318.98
Revenue,2026,Zamboanga City (HUC),,Random Forest,2906.57,2837.88,2975.25
Revenue,2027,Zamboanga City (HUC),,Random Forest,2991.67,2894.54,3088.8
Revenue,2028,Zamboanga City (HUC),,Random Forest,3081.58,2962.62,3200.55
Revenue,2029,Zamboanga City (HUC),,Random Forest,3176.58,3039.21,3313.95
Revenue,2030,Zamboanga City (HUC),,Random Forest,3276.95,3123.37,3430.53
Revenue,2026,Isabela City,,Random Forest,2903.74,2828.12,2979.35
Revenue,2027,Isabela City,,Random Forest,2977.86,2870.93,3084.8
Revenue,2028,Isabela City,,Random Forest,3055.65,2924.69,3186.62
Revenue,2029,Isabela City,,Random Forest,3137.28,2986.05,3288.5
Revenue,2030,Isabela City,,Random Forest,3222.93,3053.86,3392.01
Inflation,2026,,,ARIMA,4.18,2.35,6.01
Inflation,2027,,,ARIMA,4.21,2.18,6.23
Inflation,2028,,,ARIMA,4.21,2.14,6.29
Inflation,2029,,,ARIMA,4.22,2.13,6.31
Inflation,2030,,,ARIMA,4.22,2.13,6.31
Employment,2026,,,XGBoost,95.73,95.5,95.95
Employment,2027,,,XGBoost,96.06,95.74,96.38
Employment,2028,,,XGBoost,94.6,94.21,95.0
Employment,2029,,,XGBoost,95.1,94.64,95.55
Employment,2030,,,XGBoost,97.57,97.06,98.07
