year,quarter,province_name,sector_name,gdp_value_m_php,growth_rate_pct
2023,1,Zamboanga del Sur,Services,978.83,4.0
2023,2,Zamboanga del Sur,Services,978.83,4.0
2023,3,Zamboanga del Sur,Services,978.83,4.0
2023,4,Zamboanga del Sur,Services,978.83,4.0
2024,1,Zamboanga del Sur,Services,1017.98,4.0
2024,2,Zamboanga del Sur,Services,1017.98,4.0
2024,3,Zamboanga del Sur,Services,1017.98,4.0
2024,4,Zamboanga del Sur,Services,1017.98,4.0
2025,1,Zamboanga del Sur,Services,1058.7,4.0
2025,2,Zamboanga del Sur,Services,1058.7,4.0
2025,3,Zamboanga del Sur,Services,1058.7,4.0
2025,4,Zamboanga del Sur,Services,1058.7,4.0
2018,1,Zamboanga del Sur,Services,201.83,4.0
2018,2,Zamboanga del Sur,Services,201.83,4.0
2018,3,Zamboanga del Sur,Services,201.83,4.0
2018,4,Zamboanga del Sur,Services,201.83,4.0
2019,1,Zamboanga del Sur,Services,209.91,4.0
2019,2,Zamboanga del Sur,Services,209.91,4.0
2019,3,Zamboanga del Sur,Services,209.91,4.0
2019,4,Zamboanga del Sur,Services,209.91,4.0
2020,1,Zamboanga del Sur,Services,218.3,4.0
2020,2,Zamboanga del Sur,Services,218.3,4.0
2020,3,Zamboanga del Sur,Services,218.3,4.0
2020,4,Zamboanga del Sur,Services,218.3,4.0
2021,1,Zamboanga del Sur,Services,227.04,4.0
2021,2,Zamboanga del Sur,Services,227.04,4.0
2021,3,Zamboanga del Sur,Services,227.04,4.0
2021,4,Zamboanga del Sur,Services,227.04,4.0
2022,1,Zamboanga del Sur,Services,236.12,4.0
2022,2,Zamboanga del Sur,Services,236.12,4.0
2022,3,Zamboanga del Sur,Services,236.12,4.0
2022,4,Zamboanga del Sur,Services,236.12,4.0
2023,1,Zamboanga del Sur,Services,245.56,4.0
2023,2,Zamboanga del Sur,Services,245.56,4.0
2023,3,Zamboanga del Sur,Services,245.56,4.0
2023,4,Zamboanga del Sur,Services,245.56,4.0
2024,1,Zamboanga del Sur,Services,255.38,4.0
2024,2,Zamboanga del Sur,Services,255.38,4.0
2024,3,Zamboanga del Sur,Services,255.38,4.0
2024,4,Zamboanga del Sur,Services,255.38,4.0
2025,1,Zamboanga del Sur,Services,265.6,4.0
2025,2,Zamboanga del Sur,Services,265.6,4.0
2025,3,Zamboanga del Sur,Services,265.6,4.0
2025,4,Zamboanga del Sur,Services,265.6,4.0
2018,1,Zamboanga Sibugay,Agriculture,3230.02,4.0
2018,2,Zamboanga Sibugay,Agriculture,3230.02,4.0
2018,3,Zamboanga Sibugay,Agriculture,3230.02,4.0
2018,4,Zamboanga Sibugay,Agriculture,3230.02,4.0
2019,1,Zamboanga Sibugay,Agriculture,3359.22,4.0
2019,2,Zamboanga Sibugay,Agriculture,3359.22,4.0
2019,3,Zamboanga Sibugay,Agriculture,3359.22,4.0
2019,4,Zamboanga Sibugay,Agriculture,3359.22,4.0
2020,1,Zamboanga Sibugay,Agriculture,3493.59,4.0
2020,2,Zamboanga Sibugay,Agriculture,3493.59,4.0
2020,3,Zamboanga Sibugay,Agriculture,3493.59,4.0
2020,4,Zamboanga Sibugay,Agriculture,3493.59,4.0
2021,1,Zamboanga Sibugay,Agriculture,3633.33,4.0
2021,2,Zamboanga Sibugay,Agriculture,3633.33,4.0
2021,3,Zamboanga Sibugay,Agriculture,3633.33,4.0
2021,4,Zamboanga Sibugay,Agriculture,3633.33,4.0
2022,1,Zamboanga Sibugay,Agriculture,3778.66,4.0
2022,2,Zamboanga Sibugay,Agriculture,3778.66,4.0
2022,3,Zamboanga Sibugay,Agriculture,3778.66,4.0
2022,4,Zamboanga Sibugay,Agriculture,3778.66,4.0
2023,1,Zamboanga Sibugay,Agriculture,3929.81,4.0
2023,2,Zamboanga Sibugay,Agriculture,3929.81,4.0
2023,3,Zamboanga Sibugay,Agriculture,3929.81,4.0
2023,4,Zamboanga Sibugay,Agriculture,3929.81,4.0
2024,1,Zamboanga Sibugay,Agriculture,4087.0,4.0
2024,2,Zamboanga Sibugay,Agriculture,4087.0,4.0
2024,3,Zamboanga Sibugay,Agriculture,4087.0,4.0
2024,4,Zamboanga Sibugay,Agriculture,4087.0,4.0
2025,1,Zamboanga Sibugay,Agriculture,4250.48,4.0
2025,2,Zamboanga Sibugay,Agriculture,4250.48,4.0
2025,3,Zamboanga Sibugay,Agriculture,4250.48,4.0
2025,4,Zamboanga Sibugay,Agriculture,4250.48,4.0
2018,1,Zamboanga Sibugay,Industry,34.72,4.0
2018,2,Zamboanga Sibugay,Industry,34.72,4.0
2018,3,Zamboanga Sibugay,Industry,34.72,4.0
2018,4,Zamboanga Sibugay,Industry,34.72,4.0
2019,1,Zamboanga Sibugay,Industry,36.11,4.0
2019,2,Zamboanga Sibugay,Industry,36.11,4.0
2019,3,Zamboanga Sibugay,Industry,36.11,4.0
2019,4,Zamboanga Sibugay,Industry,36.11,4.0
2020,1,Zamboanga Sibugay,Industry,37.56,4.0
2020,2,Zamboanga Sibugay,Industry,37.56,4.0
2020,3,Zamboanga Sibugay,Industry,37.56,4.0
2020,4,Zamboanga Sibugay,Industry,37.56,4.0
2021,1,Zamboanga Sibugay,Industry,39.06,4.0
2021,2,Zamboanga Sibugay,Industry,39.06,4.0
2021,3,Zamboanga Sibugay,Industry,39.06,4.0
2021,4,Zamboanga Sibugay,Industry,39.06,4.0
2022,1,Zamboanga Sibugay,Industry,40.62,4.0
2022,2,Zamboanga Sibugay,Industry,40.62,4.0
2022,3,Zamboanga Sibugay,Industry,40.62,4.0
2022,4,Zamboanga Sibugay,Industry,40.62,4.0
2023,1,Zamboanga Sibugay,Industry,42.25,4.0
2023,2,Zamboanga Sibugay,Industry,42.25,4.0
2023,3,Zamboanga Sibugay,Industry,42.25,4.0
2023,4,Zamboanga Sibugay,Industry,42.25,4.0
2024,1,Zamboanga Sibugay,Industry,43.94,4.0
2024,2,Zamboanga Sibugay,Industry,43.94,4.0
2024,3,Zamboanga Sibugay,Industry,43.94,4.0
2024,4,Zamboanga Sibugay,Industry,43.94,4.0
2025,1,Zamboanga Sibugay,Industry,45.7,4.0
2025,2,Zamboanga Sibugay,Industry,45.7,4.0
2025,3,Zamboanga Sibugay,Industry,45.7,4.0
2025,4,Zamboanga Sibugay,Industry,45.7,4.0
2018,1,Zamboanga Sibugay,Manufacturing,3910.12,4.0
2018,2,Zamboanga Sibugay,Manufacturing,3910.12,4.0
2018,3,Zamboanga Sibugay,Manufacturing,3910.12,4.0
2018,4,Zamboanga Sibugay,Manufacturing,3910.12,4.0
2019,1,Zamboanga Sibugay,Manufacturing,4066.53,4.0
2019,2,Zamboanga Sibugay,Manufacturing,4066.53,4.0
2019,3,Zamboanga Sibugay,Manufacturing,4066.53,4.0
2019,4,Zamboanga Sibugay,Manufacturing,4066.53,4.0
2020,1,Zamboanga Sibugay,Manufacturing,4229.19,4.0
2020,2,Zamboanga Sibugay,Manufacturing,4229.19,4.0
2020,3,Zamboanga Sibugay,Manufacturing,4229.19,4.0
2020,4,Zamboanga Sibugay,Manufacturing,4229.19,4.0
2021,1,Zamboanga Sibugay,Manufacturing,4398.36,4.0
2021,2,Zamboanga Sibugay,Manufacturing,4398.36,4.0
2021,3,Zamboanga Sibugay,Manufacturing,4398.36,4.0
2021,4,Zamboanga Sibugay,Manufacturing,4398.36,4.0
2022,1,Zamboanga Sibugay,Manufacturing,4574.29,4.0
2022,2,Zamboanga Sibugay,Manufacturing,4574.29,4.0
2022,3,Zamboanga Sibugay,Manufacturing,4574.29,4.0
2022,4,Zamboanga Sibugay,Manufacturing,4574.29,4.0
2023,1,Zamboanga Sibugay,Manufacturing,4757.26,4.0
2023,2,Zamboanga Sibugay,Manufacturing,4757.26,4.0
2023,3,Zamboanga Sibugay,Manufacturing,4757.26,4.0
2023,4,Zamboanga Sibugay,Manufacturing,4757.26,4.0
2024,1,Zamboanga Sibugay,Manufacturing,4947.55,4.0
2024,2,Zamboanga Sibugay,Manufacturing,4947.55,4.0
2024,3,Zamboanga Sibugay,Manufacturing,4947.55,4.0
2024,4,Zamboanga Sibugay,Manufacturing,4947.55,4.0
2025,1,Zamboanga Sibugay,Manufacturing,5145.46,4.0
2025,2,Zamboanga Sibugay,Manufacturing,5145.46,4.0
2025,3,Zamboanga Sibugay,Manufacturing,5145.46,4.0
2025,4,Zamboanga Sibugay,Manufacturing,5145.46,4.0
2018,1,Zamboanga Sibugay,Industry,230.01,4.0
2018,2,Zamboanga Sibugay,Industry,230.01,4.0
2018,3,Zamboanga Sibugay,Industry,230.01,4.0
2018,4,Zamboanga Sibugay,Industry,230.01,4.0
2019,1,Zamboanga Sibugay,Industry,239.21,4.0
2019,2,Zamboanga Sibugay,Industry,239.21,4.0
2019,3,Zamboanga Sibugay,Industry,239.21,4.0
2019,4,Zamboanga Sibugay,Industry,239.21,4.0
2020,1,Zamboanga Sibugay,Industry,248.78,4.0
2020,2,Zamboanga Sibugay,Industry,248.78,4.0
2020,3,Zamboanga Sibugay,Industry,248.78,4.0
2020,4,Zamboanga Sibugay,Industry,248.78,4.0
2021,1,Zamboanga Sibugay,Industry,258.73,4.0
2021,2,Zamboanga Sibugay,Industry,258.73,4.0
2021,3,Zamboanga Sibugay,Industry,258.73,4.0
2021,4,Zamboanga Sibugay,Industry,258.73,4.0
2022,1,Zamboanga Sibugay,Industry,269.08,4.0
2022,2,Zamboanga Sibugay,Industry,269.08,4.0
2022,3,Zamboanga Sibugay,Industry,269.08,4.0
2022,4,Zamboanga Sibugay,Industry,269.08,4.0
2023,1,Zamboanga Sibugay,Industry,279.84,4.0
2023,2,Zamboanga Sibugay,Industry,279.84,4.0
2023,3,Zamboanga Sibugay,Industry,279.84,4.0
2023,4,Zamboanga Sibugay,Industry,279.84,4.0
2024,1,Zamboanga Sibugay,Industry,291.03,4.0
2024,2,Zamboanga Sibugay,Industry,291.03,4.0
2024,3,Zamboanga Sibugay,Industry,291.03,4.0
2024,4,Zamboanga Sibugay,Industry,291.03,4.0
2025,1,Zamboanga Sibugay,Industry,302.67,4.0
2025,2,Zamboanga Sibugay,Industry,302.67,4.0
2025,3,Zamboanga Sibugay,Industry,302.67,4.0
2025,4,Zamboanga Sibugay,Industry,302.67,4.0
2018,1,Zamboanga Sibugay,Construction,3546.94,4.0
2018,2,Zamboanga Sibugay,Construction,3546.94,4.0
2018,3,Zamboanga Sibugay,Construction,3546.94,4.0
2018,4,Zamboanga Sibugay,Construction,3546.94,4.0
2019,1,Zamboanga Sibugay,Construction,3688.81,4.0
2019,2,Zamboanga Sibugay,Construction,3688.81,4.0
2019,3,Zamboanga Sibugay,Construction,3688.81,4.0
2019,4,Zamboanga Sibugay,Construction,3688.81,4.0
2020,1,Zamboanga Sibugay,Construction,3836.37,4.0
2020,2,Zamboanga Sibugay,Construction,3836.37,4.0
2020,3,Zamboanga Sibugay,Construction,3836.37,4.0
2020,4,Zamboanga Sibugay,Construction,3836.37,4.0
2021,1,Zamboanga Sibugay,Construction,3989.82,4.0
2021,2,Zamboanga Sibugay,Construction,3989.82,4.0
2021,3,Zamboanga Sibugay,Construction,3989.82,4.0
2021,4,Zamboanga Sibugay,Construction,3989.82,4.0
2022,1,Zamboanga Sibugay,Construction,4149.41,4.0
2022,2,Zamboanga Sibugay,Construction,4149.41,4.0
2022,3,Zamboanga Sibugay,Construction,4149.41,4.0
2022,4,Zamboanga Sibugay,Construction,4149.41,4.0
2023,1,Zamboanga Sibugay,Construction,4315.39,4.0
2023,2,Zamboanga Sibugay,Construction,4315.39,4.0
2023,3,Zamboanga Sibugay,Construction,4315.39,4.0
2023,4,Zamboanga Sibugay,Construction,4315.39,4.0
2024,1,Zamboanga Sibugay,Construction,4488.0,4.0
2024,2,Zamboanga Sibugay,Construction,4488.0,4.0
2024,3,Zamboanga Sibugay,Construction,4488.0,4.0
2024,4,Zamboanga Sibugay,Construction,4488.0,4.0
2025,1,Zamboanga Sibugay,Construction,4667.52,4.0
2025,2,Zamboanga Sibugay,Construction,4667.52,4.0
2025,3,Zamboanga Sibugay,Construction,4667.52,4.0
2025,4,Zamboanga Sibugay,Construction,4667.52,4.0
2018,1,Zamboanga Sibugay,Trade,4396.56,4.0
2018,2,Zamboanga Sibugay,Trade,4396.56,4.0
2018,3,Zamboanga Sibugay,Trade,4396.56,4.0
2018,4,Zamboanga Sibugay,Trade,4396.56,4.0
2019,1,Zamboanga Sibugay,Trade,4572.42,4.0
2019,2,Zamboanga Sibugay,Trade,4572.42,4.0
2019,3,Zamboanga Sibugay,Trade,4572.42,4.0
2019,4,Zamboanga Sibugay,Trade,4572.42,4.0
2020,1,Zamboanga Sibugay,Trade,4755.32,4.0
2020,2,Zamboanga Sibugay,Trade,4755.32,4.0
2020,3,Zamboanga Sibugay,Trade,4755.32,4.0
2020,4,Zamboanga Sibugay,Trade,4755.32,4.0
2021,1,Zamboanga Sibugay,Trade,4945.53,4.0
2021,2,Zamboanga Sibugay,Trade,4945.53,4.0
2021,3,Zamboanga Sibugay,Trade,4945.53,4.0
2021,4,Zamboanga Sibugay,Trade,4945.53,4.0
2022,1,Zamboanga Sibugay,Trade,5143.35,4.0
2022,2,Zamboanga Sibugay,Trade,5143.35,4.0
2022,3,Zamboanga Sibugay,Trade,5143.35,4.0
2022,4,Zamboanga Sibugay,Trade,5143.35,4.0
2023,1,Zamboanga Sibugay,Trade,5349.09,4.0
2023,2,Zamboanga Sibugay,Trade,5349.09,4.0
2023,3,Zamboanga Sibugay,Trade,5349.09,4.0
2023,4,Zamboanga Sibugay,Trade,5349.09,4.0
2024,1,Zamboanga Sibugay,Trade,5563.05,4.0
2024,2,Zamboanga Sibugay,Trade,5563.05,4.0
2024,3,Zamboanga Sibugay,Trade,5563.05,4.0
2024,4,Zamboanga Sibugay,Trade,5563.05,4.0
2025,1,Zamboanga Sibugay,Trade,5785.57,4.0
2025,2,Zamboanga Sibugay,Trade,5785.57,4.0
2025,3,Zamboanga Sibugay,Trade,5785.57,4.0
2025,4,Zamboanga Sibugay,Trade,5785.57,4.0
2018,1,Zamboanga Sibugay,Services,572.05,4.0
2018,2,Zamboanga Sibugay,Services,572.05,4.0
2018,3,Zamboanga Sibugay,Services,572.05,4.0
2018,4,Zamboanga Sibugay,Services,572.05,4.0
2019,1,Zamboanga Sibugay,Services,594.94,4.0
2019,2,Zamboanga Sibugay,Services,594.94,4.0
2019,3,Zamboanga Sibugay,Services,594.94,4.0
2019,4,Zamboanga Sibugay,Services,594.94,4.0
2020,1,Zamboanga Sibugay,Services,618.73,4.0
2020,2,Zamboanga Sibugay,Services,618.73,4.0
2020,3,Zamboanga Sibugay,Services,618.73,4.0
2020,4,Zamboanga Sibugay,Services,618.73,4.0
2021,1,Zamboanga Sibugay,Services,643.48,4.0
2021,2,Zamboanga Sibugay,Services,643.48,4.0
2021,3,Zamboanga Sibugay,Services,643.48,4.0
2021,4,Zamboanga Sibugay,Services,643.48,4.0
2022,1,Zamboanga Sibugay,Services,669.22,4.0
2022,2,Zamboanga Sibugay,Services,669.22,4.0
2022,3,Zamboanga Sibugay,Services,669.22,4.0
2022,4,Zamboanga Sibugay,Services,669.22,4.0
2023,1,Zamboanga Sibugay,Services,695.99,4.0
2023,2,Zamboanga Sibugay,Services,695.99,4.0
2023,3,Zamboanga Sibugay,Services,695.99,4.0
2023,4,Zamboanga Sibugay,Services,695.99,4.0
2024,1,Zamboanga Sibugay,Services,723.83,4.0
2024,2,Zamboanga Sibugay,Services,723.83,4.0
2024,3,Zamboanga Sibugay,Services,723.83,4.0
2024,4,Zamboanga Sibugay,Services,723.83,4.0
2025,1,Zamboanga Sibugay,Services,752.79,4.0
2025,2,Zamboanga Sibugay,Services,752.79,4.0
2025,3,Zamboanga Sibugay,Services,752.79,4.0
2025,4,Zamboanga Sibugay,Services,752.79,4.0
2018,1,Zamboanga Sibugay,Tourism,335.87,4.0
2018,2,Zamboanga Sibugay,Tourism,335.87,4.0
2018,3,Zamboanga Sibugay,Tourism,335.87,4.0
2018,4,Zamboanga Sibugay,Tourism,335.87,4.0
2019,1,Zamboanga Sibugay,Tourism,349.3,4.0
2019,2,Zamboanga Sibugay,Tourism,349.3,4.0
2019,3,Zamboanga Sibugay,Tourism,349.3,4.0
2019,4,Zamboanga Sibugay,Tourism,349.3,4.0
2020,1,Zamboanga Sibugay,Tourism,363.27,4.0
2020,2,Zamboanga Sibugay,Tourism,363.27,4.0
2020,3,Zamboanga Sibugay,Tourism,363.27,4.0
2020,4,Zamboanga Sibugay,Tourism,363.27,4.0
2021,1,Zamboanga Sibugay,Tourism,377.8,4.0
2021,2,Zamboanga Sibugay,Tourism,377.8,4.0
2021,3,Zamboanga Sibugay,Tourism,377.8,4.0
2021,4,Zamboanga Sibugay,Tourism,377.8,4.0
2022,1,Zamboanga Sibugay,Tourism,392.91,4.0
2022,2,Zamboanga Sibugay,Tourism,392.91,4.0
2022,3,Zamboanga Sibugay,Tourism,392.91,4.0
2022,4,Zamboanga Sibugay,Tourism,392.91,4.0
2023,1,Zamboanga Sibugay,Tourism,408.63,4.0
2023,2,Zamboanga Sibugay,Tourism,408.63,4.0
2023,3,Zamboanga Sibugay,Tourism,408.63,4.0
2023,4,Zamboanga Sibugay,Tourism,408.63,4.0
2024,1,Zamboanga Sibugay,Tourism,424.98,4.0
2024,2,Zamboanga Sibugay,Tourism,424.98,4.0
2024,3,Zamboanga Sibugay,Tourism,424.98,4.0
2024,4,Zamboanga Sibugay,Tourism,424.98,4.0
2025,1,Zamboanga Sibugay,Tourism,441.98,4.0
2025,2,Zamboanga Sibugay,Tourism,441.98,4.0
2025,3,Zamboanga Sibugay,Tourism,441.98,4.0
2025,4,Zamboanga Sibugay,Tourism,441.98,4.0
2018,1,Zamboanga Sibugay,ICT,581.54,4.0
2018,2,Zamboanga Sibugay,ICT,581.54,4.0
2018,3,Zamboanga Sibugay,ICT,581.54,4.0
2018,4,Zamboanga Sibugay,ICT,581.54,4.0
2019,1,Zamboanga Sibugay,ICT,604.8,4.0
2019,2,Zamboanga Sibugay,ICT,604.8,4.0
2019,3,Zamboanga Sibugay,ICT,604.8,4.0
2019,4,Zamboanga Sibugay,ICT,604.8,4.0
2020,1,Zamboanga Sibugay,ICT,629.0,4.0
2020,2,Zamboanga Sibugay,ICT,629.0,4.0
2020,3,Zamboanga Sibugay,ICT,629.0,4.0
2020,4,Zamboanga Sibugay,ICT,629.0,4.0
2021,1,Zamboanga Sibugay,ICT,654.16,4.0
2021,2,Zamboanga Sibugay,ICT,654.16,4.0
2021,3,Zamboanga Sibugay,ICT,654.16,4.0
2021,4,Zamboanga Sibugay,ICT,654.16,4.0
2022,1,Zamboanga Sibugay,ICT,680.32,4.0
2022,2,Zamboanga Sibugay,ICT,680.32,4.0
2022,3,Zamboanga Sibugay,ICT,680.32,4.0
2022,4,Zamboanga Sibugay,ICT,680.32,4.0
2023,1,Zamboanga Sibugay,ICT,707.54,4.0
2023,2,Zamboanga Sibugay,ICT,707.54,4.0
2023,3,Zamboanga Sibugay,ICT,707.54,4.0
2023,4,Zamboanga Sibugay,ICT,707.54,4.0
2024,1,Zamboanga Sibugay,ICT,735.84,4.0
2024,2,Zamboanga Sibugay,ICT,735.84,4.0
2024,3,Zamboanga Sibugay,ICT,735.84,4.0
2024,4,Zamboanga Sibugay,ICT,735.84,4.0
2025,1,Zamboanga Sibugay,ICT,765.27,4.0
2025,2,Zamboanga Sibugay,ICT,765.27,4.0
2025,3,Zamboanga Sibugay,ICT,765.27,4.0
2025,4,Zamboanga Sibugay,ICT,765.27,4.0
2018,1,Zamboanga Sibugay,Services,769.39,4.0
2018,2,Zamboanga Sibugay,Services,769.39,4.0
2018,3,Zamboanga Sibugay,Services,769.39,4.0
2018,4,Zamboanga Sibugay,Services,769.39,4.0
2019,1,Zamboanga Sibugay,Services,800.16,4.0
2019,2,Zamboanga Sibugay,Services,800.16,4.0
2019,3,Zamboanga Sibugay,Services,800.16,4.0
2019,4,Zamboanga Sibugay,Services,800.16,4.0
2020,1,Zamboanga Sibugay,Services,832.17,4.0
2020,2,Zamboanga Sibugay,Services,832.17,4.0
2020,3,Zamboanga Sibugay,Services,832.17,4.0
2020,4,Zamboanga Sibugay,Services,832.17,4.0
2021,1,Zamboanga Sibugay,Services,865.46,4.0
2021,2,Zamboanga Sibugay,Services,865.46,4.0
2021,3,Zamboanga Sibugay,Services,865.46,4.0
2021,4,Zamboanga Sibugay,Services,865.46,4.0
2022,1,Zamboanga Sibugay,Services,900.08,4.0
2022,2,Zamboanga Sibugay,Services,900.08,4.0
2022,3,Zamboanga Sibugay,Services,900.08,4.0
2022,4,Zamboanga Sibugay,Services,900.08,4.0
2023,1,Zamboanga Sibugay,Services,936.08,4.0
2023,2,Zamboanga Sibugay,Services,936.08,4.0
2023,3,Zamboanga Sibugay,Services,936.08,4.0
2023,4,Zamboanga Sibugay,Services,936.08,4.0
2024,1,Zamboanga Sibugay,Services,973.52,4.0
2024,2,Zamboanga Sibugay,Services,973.52,4.0
2024,3,Zamboanga Sibugay,Services,973.52,4.0
2024,4,Zamboanga Sibugay,Services,973.52,4.0
2025,1,Zamboanga Sibugay,Services,1012.46,4.0
2025,2,Zamboanga Sibugay,Services,1012.46,4.0
2025,3,Zamboanga Sibugay,Services,1012.46,4.0
2025,4,Zamboanga Sibugay,Services,1012.46,4.0
2018,1,Zamboanga Sibugay,Services,785.7,4.0
2018,2,Zamboanga Sibugay,Services,785.7,4.0
2018,3,Zamboanga Sibugay,Services,785.7,4.0
2018,4,Zamboanga Sibugay,Services,785.7,4.0
2019,1,Zamboanga Sibugay,Services,817.13,4.0
2019,2,Zamboanga Sibugay,Services,817.13,4.0
2019,3,Zamboanga Sibugay,Services,817.13,4.0
2019,4,Zamboanga Sibugay,Services,817.13,4.0
2020,1,Zamboanga Sibugay,Services,849.82,4.0
2020,2,Zamboanga Sibugay,Services,849.82,4.0
2020,3,Zamboanga Sibugay,Services,849.82,4.0
2020,4,Zamboanga Sibugay,Services,849.82,4.0
2021,1,Zamboanga Sibugay,Services,883.81,4.0
2021,2,Zamboanga Sibugay,Services,883.81,4.0
2021,3,Zamboanga Sibugay,Services,883.81,4.0
2021,4,Zamboanga Sibugay,Services,883.81,4.0
2022,1,Zamboanga Sibugay,Services,919.16,4.0
2022,2,Zamboanga Sibugay,Services,919.16,4.0
2022,3,Zamboanga Sibugay,Services,919.16,4.0
2022,4,Zamboanga Sibugay,Services,919.16,4.0
2023,1,Zamboanga Sibugay,Services,955.93,4.0
2023,2,Zamboanga Sibugay,Services,955.93,4.0
2023,3,Zamboanga Sibugay,Services,955.93,4.0
2023,4,Zamboanga Sibugay,Services,955.93,4.0
2024,1,Zamboanga Sibugay,Services,994.17,4.0
2024,2,Zamboanga Sibugay,Services,994.17,4.0
2024,3,Zamboanga Sibugay,Services,994.17,4.0
2024,4,Zamboanga Sibugay,Services,994.17,4.0
2025,1,Zamboanga Sibugay,Services,1033.93,4.0
2025,2,Zamboanga Sibugay,Services,1033.93,4.0
2025,3,Zamboanga Sibugay,Services,1033.93,4.0
2025,4,Zamboanga Sibugay,Services,1033.93,4.0
2018,1,Zamboanga Sibugay,Services,148.96,4.0
2018,2,Zamboanga Sibugay,Services,148.96,4.0
2018,3,Zamboanga Sibugay,Services,148.96,4.0
2018,4,Zamboanga Sibugay,Services,148.96,4.0
2019,1,Zamboanga Sibugay,Services,154.91,4.0
2019,2,Zamboanga Sibugay,Services,154.91,4.0
2019,3,Zamboanga Sibugay,Services,154.91,4.0
2019,4,Zamboanga Sibugay,Services,154.91,4.0
2020,1,Zamboanga Sibugay,Services,161.11,4.0
2020,2,Zamboanga Sibugay,Services,161.11,4.0
2020,3,Zamboanga Sibugay,Services,161.11,4.0
2020,4,Zamboanga Sibugay,Services,161.11,4.0
2021,1,Zamboanga Sibugay,Services,167.55,4.0
2021,2,Zamboanga Sibugay,Services,167.55,4.0
2021,3,Zamboanga Sibugay,Services,167.55,4.0
2021,4,Zamboanga Sibugay,Services,167.55,4.0
2022,1,Zamboanga Sibugay,Services,174.26,4.0
2022,2,Zamboanga Sibugay,Services,174.26,4.0
2022,3,Zamboanga Sibugay,Services,174.26,4.0
2022,4,Zamboanga Sibugay,Services,174.26,4.0
2023,1,Zamboanga Sibugay,Services,181.23,4.0
2023,2,Zamboanga Sibugay,Services,181.23,4.0
2023,3,Zamboanga Sibugay,Services,181.23,4.0
2023,4,Zamboanga Sibugay,Services,181.23,4.0
2024,1,Zamboanga Sibugay,Services,188.48,4.0
2024,2,Zamboanga Sibugay,Services,188.48,4.0
2024,3,Zamboanga Sibugay,Services,188.48,4.0
2024,4,Zamboanga Sibugay,Services,188.48,4.0
2025,1,Zamboanga Sibugay,Services,196.01,4.0
2025,2,Zamboanga Sibugay,Services,196.01,4.0
2025,3,Zamboanga Sibugay,Services,196.01,4.0
2025,4,Zamboanga Sibugay,Services,196.01,4.0
2018,1,Zamboanga Sibugay,Services,904.84,4.0
2018,2,Zamboanga Sibugay,Services,904.84,4.0
2018,3,Zamboanga Sibugay,Services,904.84,4.0
2018,4,Zamboanga Sibugay,Services,904.84,4.0
2019,1,Zamboanga Sibugay,Services,941.03,4.0
2019,2,Zamboanga Sibugay,Services,941.03,4.0
2019,3,Zamboanga Sibugay,Services,941.03,4.0
2019,4,Zamboanga Sibugay,Services,941.03,4.0
2020,1,Zamboanga Sibugay,Services,978.67,4.0
2020,2,Zamboanga Sibugay,Services,978.67,4.0
2020,3,Zamboanga Sibugay,Services,978.67,4.0
2020,4,Zamboanga Sibugay,Services,978.67,4.0
2021,1,Zamboanga Sibugay,Services,1017.82,4.0
2021,2,Zamboanga Sibugay,Services,1017.82,4.0
2021,3,Zamboanga Sibugay,Services,1017.82,4.0
2021,4,Zamboanga Sibugay,Services,1017.82,4.0
2022,1,Zamboanga Sibugay,Services,1058.53,4.0
2022,2,Zamboanga Sibugay,Services,1058.53,4.0
2022,3,Zamboanga Sibugay,Services,1058.53,4.0
2022,4,Zamboanga Sibugay,Services,1058.53,4.0
2023,1,Zamboanga Sibugay,Services,1100.87,4.0
2023,2,Zamboanga Sibugay,Services,1100.87,4.0
2023,3,Zamboanga Sibugay,Services,1100.87,4.0
2023,4,Zamboanga Sibugay,Services,1100.87,4.0
2024,1,Zamboanga Sibugay,Services,1144.91,4.0
2024,2,Zamboanga Sibugay,Services,1144.91,4.0
2024,3,Zamboanga Sibugay,Services,1144.91,4.0
2024,4,Zamboanga Sibugay,Services,1144.91,4.0
2025,1,Zamboanga Sibugay,Services,1190.7,4.0
2025,2,Zamboanga Sibugay,Services,1190.7,4.0
2025,3,Zamboanga Sibugay,Services,1190.7,4.0
2025,4,Zamboanga Sibugay,Services,1190.7,4.0
2018,1,Zamboanga Sibugay,Services,1768.37,4.0
2018,2,Zamboanga Sibugay,Services,1768.37,4.0
2018,3,Zamboanga Sibugay,Services,1768.37,4.0
2018,4,Zamboanga Sibugay,Services,1768.37,4.0
2019,1,Zamboanga Sibugay,Services,1839.1,4.0
2019,2,Zamboanga Sibugay,Services,1839.1,4.0
2019,3,Zamboanga Sibugay,Services,1839.1,4.0
2019,4,Zamboanga Sibugay,Services,1839.1,4.0
2020,1,Zamboanga Sibugay,Services,1912.67,4.0
2020,2,Zamboanga Sibugay,Services,1912.67,4.0
2020,3,Zamboanga Sibugay,Services,1912.67,4.0
2020,4,Zamboanga Sibugay,Services,1912.67,4.0
2021,1,Zamboanga Sibugay,Services,1989.17,4.0
2021,2,Zamboanga Sibugay,Services,1989.17,4.0
2021,3,Zamboanga Sibugay,Services,1989.17,4.0
2021,4,Zamboanga Sibugay,Services,1989.17,4.0
2022,1,Zamboanga Sibugay,Services,2068.74,4.0
